iata,name,city,state,country
MJU,Tampa Padang Airport,Mamuju-Celebes Island,West Sulawesi,ID
MXB,Andi Jemma Airport,Masamba-Celebes Island,South Sulawesi,ID
KXB,Sangia Nibandera Airport,Kolaka,Southeast Sulawesi,ID
SQR,Soroako Airport,Soroako-Celebes Island,South Sulawesi,ID
TTR,Pongtiku Airport,Tanah Toraja-Celebes Island,South Sulawesi,ID
KDI,Wolter Monginsidi Airport,Kendari-Celebes Island,Southeast Sulawesi,ID
BTU,Bintulu Airport,Bintulu,Sarawak,MY
BLG,Belaga Airport,Belaga,Sarawak,MY
LSM,Long Semado Airport,Long Semado,Sarawak,MY
LGL,Long Lellang Airport,Long Datih,Sarawak,MY
KCH,Kuching International Airport,Kuching,Sarawak,MY
ODN,Long Seridan Airport,Long Seridan,Sarawak,MY
LMN,Limbang Airport,Limbang,Sarawak,MY
MKM,Mukah Airport,Mukah,Sarawak,MY
LKH,Long Akah Airport,Long Akah,Sarawak,MY
MUR,Marudi Airport,Marudi,Sarawak,MY
BSE,Sematan Airport,Sematan,Sarawak,MY
KPI,Kapit Airport,Kapit,Sarawak,MY
BKM,Bakalalan Airport,Bakalalan,Sarawak,MY
MYY,Miri Airport,Miri,Sarawak,MY
SBW,Sibu Airport,Sibu,Sarawak,MY
TGC,Tanjung Manis Airport,Tanjung Manis,Sarawak,MY
LSU,Long Sukang Airport,Long Sukang,Sarawak,MY
LWY,Lawas Airport,Lawas,Sarawak,MY
BBN,Bario Airport,Bario,Sarawak,MY
SMM,Semporna Airport,Semporna,Sabah,MY
LDU,Lahad Datu Airport,Lahad Datu,Sabah,MY
TEL,Telupid Airport,Telupid,Sabah,MY
KGU,Keningau Airport,Keningau,Sabah,MY
SXS,Sahabat [Sahabat 16] Airport,Sahabat,Sabah,MY
BKI,Kota Kinabalu International Airport,Kota Kinabalu,Sabah,MY
LBU,Labuan Airport,Labuan,Labuan,MY
TMG,Tomanggong Airport,Tomanggong,Sabah,MY
GSA,Long Pasia Airport,Long Miau,Sabah,MY
SPE,Sepulot Airport,Sepulot,Sabah,MY
PAY,Pamol Airport,Pamol,Sabah,MY
RNU,Ranau Airport,Ranau,Sabah,MY
SDK,Sandakan Airport,Sandakan,Sabah,MY
KUD,Kudat Airport,Kudat,Sabah,MY
TWU,Tawau Airport,Tawau,Sabah,MY
MZV,Mulu Airport,Mulu,Sarawak,MY
PKU,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru-Sumatra Island,Riau,ID
DUM,Pinang Kampai Airport,Dumai-Sumatra Island,Riau,ID
RKO,Rokot Airport,Sipora Island,West Sumatra,ID
SEQ,Sungai Pakning Bengkalis Airport,Bengkalis-Sumatra Island,Riau,ID
TJB,Tanjung Balai Airport,Karinmunbesar Island,Riau-Islands,ID
KJT,Kertajati International Airport,"Bandung, Majalengka Regency",West Java,ID
BDO,Husein Sastranegara International Airport,Bandung-Java Island,West Java,ID
CBN,Penggung Airport,Cirebon-Java Island,West Java,ID
TSY,Cibeureum Airport,Tasikmalaya-Java Island,West Java,ID
PPR,Pasir Pangaraan Airport,Pasir Pengarayan-Sumatra Island,Riau,ID
TNJ,Kijang Airport,Tanjung Pinang-Bintan Island,Riau-Islands,ID
SIQ,Dabo Airport,Pasirkuning-Singkep Island,Riau-Islands,ID
PDG,Minangkabau Airport,Ketaping/Padang-Sumatra Island,Ketaping,ID
HLP,Halim Perdanakusuma International Airport,Jakarta,Jakarta,ID
PPJ,Pulau Panjang Airport,Tjipara-Java Island,Jakarta,ID
GNS,Binaka Airport,Gunung Sitoli-Nias Island,North Sumatra,ID
DTB,Silangit Airport,Tingkeum-Sumatra Island,North Sumatra,ID
FLZ,Dr Ferdinand Lumban Tobing Airport,Sibolga-Sumatra Island,North Sumatra,ID
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan-Belitung Island,Bangka–Belitung-Islands,ID
NPO,Nanga Pinoh I Airport,Nanga Pinoh-Borneo Island,West Kalimantan,ID
MWK,Tarempa Airport,Matak Island,Riau,ID
NTX,Ranai Airport,Ranai-Natuna Besar Island,Riau-Islands,ID
PNK,Supadio Airport,Pontianak-Borneo Island,West Kalimantan,ID
PSU,Pangsuma Airport,Putussibau-Borneo Island,West Kalimantan,ID
LLJ,Silampari,Lubuk Linggau,South Sumatra,ID
PGK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang-Palaubangka Island,South Sumatra,ID
PLM,Sultan Mahmud Badaruddin Ii Airport,Palembang-Sumatra Island,South Sumatra,ID
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,South Sumatra,ID
RGT,Japura Airport,Rengat-Sumatra Island,Riau-Islands,ID
TPK,Teuku Cut Ali Airport,Tapak Tuan-Sumatra Island,Aceh,ID
MEQ,Seunagan Airport,Peureumeue-Sumatra Island,Aceh,ID
LSX,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,Aceh,ID
LSW,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Aceh,ID
SBG,Maimun Saleh Airport,Sabang-We Island,Aceh,ID
BTJ,Sultan Iskandarmuda Airport,Banda Aceh-Sumatra Island,Aceh,ID
SXT,Sungai Tiang Airport,Taman Negara,Pahang,MY
MEP,Mersing Airport,Mersing,Johor,MY
SWY,Sitiawan Airport,Sitiawan,Perak,MY
TPG,Taiping (Tekah) Airport,Taiping,Perak,MY
TOD,Pulau Tioman Airport,Pulau Tioman,Johor,MY
KBR,Sultan Ismail Petra Airport,Kota Baharu,Kelantan,MY
KUA,Kuantan Airport,Kuantan,Pahang,MY
KTE,Kerteh Airport,Kerteh,Terengganu,MY
JHB,Senai International Airport,Senai,Johor,MY
LGK,Langkawi International Airport,Langkawi,Kedah,MY
TGG,Sultan Mahmud Airport,Kuala Terengganu,Terengganu,MY
DTR,Decatur Shores Airport,Anacortes,Washington,US
MPT,Maliana Airport,Maliana,Bobonaro,TL
OEC,Oecussi Airport,Oecussi-Ambeno,Oecusse,TL
VIQ,Viqueque Airport,Viqueque,Viqueque,TL
ABU,Haliwen Airport,Atambua-Timor Island,East Nusa Tenggara,ID
LKA,Gewayentana Airport,Larantuka-Flores Island,East Nusa Tenggara,ID
SAU,Sawu Airport,Sawu-Sawu Island,East Nusa Tenggara,ID
SGQ,Sanggata Airport,Sanggata-Timor Island,East Kalimantan,ID
LBW,Long Bawan Airport,Long Bawan-Borneo Island,North Kalimantan,ID
BXT,Bontang Airport,Bontang-Borneo Island,East Kalimantan,ID
NNX,Nunukan Airport,Nunukan-Nunukan Island,East Kalimantan,ID
TNB,Tanah Grogot Airport,Tanah Grogot-Borneo Island,East Kalimantan,ID
LPU,Long Apung Airport,Long Apung-Borneo Island,East Kalimantan,ID
XSP,Seletar Airport,Seletar,,SG
SIN,Singapore Changi International Airport,Singapore,North East,SG
ALH,Albany Airport,Albany,Western Australia,AU
AUD,Augustus Downs Airport,,Queensland,AU
MRP,Marla Airport,,South Australia,AU
AXL,Alexandria Homestead Airport,,Northern Territory,AU
AXC,Aramac Airport,,Queensland,AU
ADO,Andamooka Airport,,South Australia,AU
AMX,Ammaroo Airport,,Northern Territory,AU
AMT,Amata Airport,,South Australia,AU
AYL,Anthony Lagoon Airport,,Northern Territory,AU
ABH,Alpha Airport,,Queensland,AU
ARY,Ararat Airport,,Victoria,AU
GYL,Argyle Airport,,Western Australia,AU
ARM,Armidale Airport,Armidale,New South Wales,AU
AYQ,Ayers Rock Connellan Airport,Ayers Rock,Northern Territory,AU
ACF,Brisbane Archerfield Airport,Brisbane,Queensland,AU
BCI,Barcaldine Airport,Barcaldine,Queensland,AU
ASP,Alice Springs Airport,Alice Springs,Northern Territory,AU
BNE,Brisbane International Airport,Brisbane,Queensland,AU
OOL,Gold Coast Airport,Gold Coast,Queensland,AU
BKQ,Blackall Airport,Blackall,Queensland,AU
CNS,Cairns International Airport,Cairns,Queensland,AU
CTL,Charleville Airport,Charleville,Queensland,AU
BVI,Birdsville Airport,,Queensland,AU
BXF,Pumululu National Park,Bellburn,Western Australia,AU
OCM,Boolgeeda Airport,,Western Australia,AU
BQW,Balgo Hill Airport,,Western Australia,AU
BHQ,Broken Hill Airport,Broken Hill,New South Wales,AU
HTI,Hamilton Island Airport,Hamilton Island,Queensland,AU
BIW,Billiluna Airport,,Western Australia,AU
BZP,Bizant Airport,Lakefield National Park,Queensland,AU
BUC,Burketown Airport,,Queensland,AU
BLN,Benalla Airport,,Victoria,AU
LCN,Balcanoona Airport,,South Australia,AU
BLS,Bollon Airport,,Queensland,AU
BQB,Busselton Regional Airport,Busselton,Western Australia,AU
ISA,Mount Isa Airport,Mount Isa,Queensland,AU
MCY,Sunshine Coast Airport,Maroochydore,Queensland,AU
MKY,Mackay Airport,Mackay,Queensland,AU
BNK,Ballina Byron Gateway Airport,Ballina,New South Wales,AU
GIC,Boigu Airport,,Queensland,AU
OKY,Oakey Airport,,Queensland,AU
PPP,Proserpine Whitsunday Coast Airport,Proserpine,Queensland,AU
ROK,Rockhampton Airport,Rockhampton,Queensland,AU
BME,Broome International Airport,Broome,Western Australia,AU
BTD,Brunette Downs Airport,,Northern Territory,AU
BWQ,Brewarrina Airport,,New South Wales,AU
BYP,Barimunya Airport,,Western Australia,AU
BHS,Bathurst Airport,Bathurst,New South Wales,AU
TSV,Townsville Airport,Townsville,Queensland,AU
BDB,Bundaberg Airport,Bundaberg,Queensland,AU
WEI,Weipa Airport,Weipa,Queensland,AU
WTB,Toowoomba Wellcamp Airport,Wellcamp,Queensland,AU
BVZ,Beverley Springs Airport,,Western Australia,AU
CGV,Caiguna Airport,,Western Australia,AU
CLH,Coolah Airport,,New South Wales,AU
CVQ,Carnarvon Airport,,Western Australia,AU
CSI,Casino Airport,,New South Wales,AU
CAZ,Cobar Airport,,New South Wales,AU
COJ,Coonabarabran Airport,,New South Wales,AU
CBY,Canobie Airport,Canobie,Queensland,AU
CPD,Coober Pedy Airport,,South Australia,AU
CRB,Collarenebri Airport,,New South Wales,AU
CCL,Chinchilla Airport,,Queensland,AU
CNC,Coconut Island Airport,,Queensland,AU
CNJ,Cloncurry Airport,Cloncurry,Queensland,AU
CED,Ceduna Airport,,South Australia,AU
CVC,Cleve Airport,,South Australia,AU
CKW,Graeme Rowley Aerodrome,Christmas Creek mine,Western Australia,AU
DCN,RAAF Base Curtin,,Western Australia,AU
CKI,Croker Island Airport,,Northern Territory,AU
CTN,Cooktown Airport,,Queensland,AU
CMQ,Clermont Airport,,Queensland,AU
CMA,Cunnamulla Airport,,Queensland,AU
CML,Camooweal Airport,,Queensland,AU
NIF,Camp Nifty Airport,,Western Australia,AU
CES,Cessnock Airport,,New South Wales,AU
CNB,Coonamble Airport,,New South Wales,AU
ODL,Cordillo Downs Airport,Cordillo Downs,South Australia,AU
CIE,Collie Airport,,Western Australia,AU
OOM,Cooma Snowy Mountains Airport,Cooma,New South Wales,AU
CYG,Corryong Airport,,Victoria,AU
CXQ,Christmas Creek Station Airport,,Western Australia,AU
CDQ,Croydon Airport,,Queensland,AU
KCE,Collinsville Airport,,Queensland,AU
CMD,Cootamundra Airport,,New South Wales,AU
CUG,Cudal Airport,,New South Wales,AU
CUY,Cue Airport,,Western Australia,AU
CWR,Cowarie Airport,,South Australia,AU
CCW,Cowell Airport,,South Australia,AU
CWT,Cowra Airport,,New South Wales,AU
COY,Coolawanyah Airport,,Western Australia,AU
DBY,Dalby Airport,,Queensland,AU
DRN,Dirranbandi Airport,,Queensland,AU
DNB,Dunbar Airport,,Queensland,AU
DRB,Derby Airport,,Western Australia,AU
DFP,Drumduff Airport,Drumduff,Queensland,AU
DXD,Dixie Airport,New Dixie,Queensland,AU
DLK,Dulkaninna Airport,Dulkaninna,South Australia,AU
DYW,Daly Waters Airport,Daly Waters,Northern Territory,AU
NLF,Darnley Island Airport,Darnley Island,Queensland,AU
DPO,Devonport Airport,Devonport,Tasmania,AU
DRY,Drysdale River Airport,,Western Australia,AU
DHD,Durham Downs Airport,,Queensland,AU
DRR,Durrie Airport,,Queensland,AU
DKV,Docker River Airport,,Northern Territory,AU
DYA,Dysart Airport,,Queensland,AU
ECH,Echuca Airport,,Victoria,AU
EUC,Eucla Airport,,Western Australia,AU
ETD,Etadunna Airport,Etadunna,South Australia,AU
ENB,Eneabba Airport,Eneabba,Western Australia,AU
EIH,Einasleigh Airport,Einasleigh,Queensland,AU
ELC,Elcho Island Airport,Elcho Island,Northern Territory,AU
EMD,Emerald Airport,Emerald,Queensland,AU
EPR,Esperance Airport,,Western Australia,AU
EVD,Eva Downs Airport,Eva Downs,Northern Territory,AU
EXM,Exmouth Airport,,Western Australia,AU
FRB,Forbes Airport,Forbes,New South Wales,AU
KFE,Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,Central Sulawesi,AU
FIK,Finke Airport,Finke,Northern Territory,AU
FIZ,Fitzroy Crossing Airport,,Western Australia,AU
GBP,Gamboola Airport,,Queensland,AU
GAH,Gayndah Airport,,Queensland,AU
GBL,South Goulburn Is Airport,,Northern Territory,AU
GUH,Gunnedah Airport,,New South Wales,AU
GOO,Goondiwindi Airport,,Queensland,AU
GDD,Gordon Downs Airport,Gordon Downs,Western Australia,AU
GET,Geraldton Airport,,Western Australia,AU
GFN,Grafton Airport,,New South Wales,AU
GBW,Ginbata,Ginbata,Western Australia,AU
GKL,Great Keppel Is Airport,,Queensland,AU
GLT,Gladstone Airport,Gladstone,Queensland,AU
GLG,Glengyle Airport,,Queensland,AU
GEX,Geelong Airport,,Victoria,AU
GLI,Glen Innes Airport,,New South Wales,AU
GLM,Glenormiston Airport,,Queensland,AU
GPN,Garden Point Airport,,Northern Territory,AU
GSC,Gascoyne Junction Airport,,Western Australia,AU
GTE,Groote Eylandt Airport,Groote Eylandt,Northern Territory,AU
GFF,Griffith Airport,Griffith,New South Wales,AU
GYP,Gympie Airport,,Queensland,AU
HWK,Wilpena Pound Airport,Hawker,South Australia,AU
HVB,Hervey Bay Airport,Hervey Bay,Queensland,AU
HIP,Headingly Airport,,Queensland,AU
HID,Horn Island Airport,Horn Island,Queensland,AU
HCQ,Halls Creek Airport,,Western Australia,AU
HMG,Hermannsburg Airport,,Northern Territory,AU
HLT,Hamilton Airport,,Victoria,AU
HOK,Hooker Creek Airport,,Northern Territory,AU
MHU,Mount Hotham Airport,Mount Hotham,Victoria,AU
HSM,Horsham Airport,,Victoria,AU
HAT,Heathlands Airport,,Queensland,AU
HGD,Hughenden Airport,,Queensland,AU
IDK,Indulkana Airport,,South Australia,AU
IFL,Innisfail Airport,,Queensland,AU
IFF,Iffley Airport,,Queensland,AU
IGH,Ingham Airport,,Queensland,AU
IKP,Inkerman Airport,,Queensland,AU
IVW,Inverway Airport,Inverway,Northern Territory,AU
IVR,Inverell Airport,,New South Wales,AU
JAB,Jabiru Airport,,Northern Territory,AU
JCK,Julia Creek Airport,,Queensland,AU
JUR,Jurien Bay Airport,,Western Australia,AU
KAX,Kalbarri Airport,,Western Australia,AU
KBY,Streaky Bay Airport,,South Australia,AU
KBJ,Kings Canyon Airport,,Northern Territory,AU
KCS,Kings Creek Airport,,Northern Territory,AU
KRA,Kerang Airport,,Victoria,AU
KNS,King Island Airport,,Tasmania,AU
KBB,Kirkimbie Station Airport,Kirkimbie,Northern Territory,AU
KOH,Koolatah Airport,,Queensland,AU
KKP,Koolburra Airport,Koolburra,Queensland,AU
KNI,Katanning Airport,,Western Australia,AU
KWM,Kowanyama Airport,Kowanyama,Queensland,AU
KGY,Kingaroy Airport,,Queensland,AU
KGC,Kingscote Airport,,South Australia,AU
LNO,Leonora Airport,Leonora,Western Australia,AU
LDH,Lord Howe Island Airport,Lord Howe Island,New South Wales,AU
LTP,Lyndhurst Airport,Lyndhurst,Queensland,AU
LDC,Lindeman Island Airport,Lindeman Island,Queensland,AU
LSY,Lismore Airport,Lismore,New South Wales,AU
BBL,Ballera Airport,,Queensland,AU
LOC,Lock Airport,Lock,South Australia,AU
LTV,Lotus Vale Airport,Lotus Vale,Queensland,AU
LRE,Longreach Airport,Longreach,Queensland,AU
LER,Leinster Airport,,Western Australia,AU
LVO,Laverton Airport,,Western Australia,AU
TGN,Latrobe Valley Airport,,Victoria,AU
LZR,Lizard Island Airport,,Queensland,AU
UBB,Mabuiag Island Airport,Mabuiag Island,Queensland,AU
AVV,Avalon Airport,Melbourne,Victoria,AU
ABX,Albury Airport,Albury,New South Wales,AU
MBB,Marble Bar Airport,,Western Australia,AU
MLR,Millicent Airport,,South Australia,AU
DGE,Mudgee Airport,Mudgee,New South Wales,AU
MQA,Mandora Airport,Mandora,Western Australia,AU
MKR,Meekatharra Airport,,Western Australia,AU
MIM,Merimbula Airport,Merimbula,New South Wales,AU
MGT,Milingimbi Airport,Milingimbi Island,Northern Territory,AU
MNG,Maningrida Airport,Maningrida,Northern Territory,AU
GSN,Mount Gunson Airport,Mount Gunson,South Australia,AU
MQZ,Margaret River Airport,,Western Australia,AU
MVU,Musgrave Airport,,Queensland,AU
HBA,Hobart International Airport,Hobart,Tasmania,AU
MCV,McArthur River Mine Airport,McArthur River Mine,Northern Territory,AU
MQL,Mildura Airport,Mildura,Victoria,AU
MIH,Mitchell Plateau Airport,Mitchell Plateau,Western Australia,AU
MTQ,Mitchell Airport,,Queensland,AU
MJP,Manjimup Airport,,Western Australia,AU
WLE,Miles Airport,,Queensland,AU
LST,Launceston Airport,Launceston,Tasmania,AU
MBW,Melbourne Moorabbin Airport,Melbourne,Victoria,AU
MEL,Melbourne International Airport,Melbourne,Victoria,AU
MTL,Maitland Airport,,New South Wales,AU
WME,Mount Keith Airport,,Western Australia,AU
ONR,Monkira Airport,,Queensland,AU
MSF,Mount Swan Airport,,Northern Territory,AU
OXY,Morney Airport,,Queensland,AU
MMG,Mount Magnet Airport,,Western Australia,AU
MRZ,Moree Airport,Moree,New South Wales,AU
MET,Moreton Airport,Moreton,Queensland,AU
MQE,Marqua Airport,Marqua,Northern Territory,AU
MOV,Moranbah Airport,Moranbah,Queensland,AU
MWB,Morawa Airport,,Western Australia,AU
MYA,Moruya Airport,Moruya,New South Wales,AU
UTB,Muttaburra Airport,,Queensland,AU
MGB,Mount Gambier Airport,,South Australia,AU
ONG,Mornington Island Airport,,Queensland,AU
MNQ,Monto Airport,,Queensland,AU
MUQ,Muccan Station Airport,Muccan Station,Western Australia,AU
MNE,Mungeranie Airport,Mungeranie,South Australia,AU
MYI,Murray Island Airport,Murray Island,Queensland,AU
MVK,Mulka Airport,Mulka,South Australia,AU
MKV,Mount Cavenagh Airport,,Northern Territory,AU
MWT,Moolawatana Airport,,South Australia,AU
MXD,Marion Downs Airport,,Queensland,AU
MBH,Maryborough Airport,,Queensland,AU
MYO,Myroodan Station Airport,,Western Australia,AU
RTY,Merty Merty Airport,,South Australia,AU
NMR,Nappa Merrie Airport,,Queensland,AU
NRA,Narrandera Airport,Narrandera,New South Wales,AU
NAA,Narrabri Airport,Narrabri,New South Wales,AU
NBH,Nambucca Heads Airport,Nambucca Heads,New South Wales,AU
NAC,Naracoorte Airport,,South Australia,AU
NRG,Narrogin Airport,,Western Australia,AU
RVT,Ravensthorpe Airport,,Western Australia,AU
NSV,Noosa Airport,,Queensland,AU
NSM,Norseman Airport,,Western Australia,AU
NTN,Normanton Airport,,Queensland,AU
NUR,Nullabor Motel Airport,,South Australia,AU
ZNE,Newman Airport,Newman,Western Australia,AU
OPI,Oenpelli Airport,,Northern Territory,AU
XCO,Colac Airport,,Victoria,AU
OLP,Olympic Dam Airport,Olympic Dam,South Australia,AU
ODD,Oodnadatta Airport,,South Australia,AU
MOO,Moomba Airport,,South Australia,AU
RBS,Orbost Airport,,Victoria,AU
OAG,Orange Airport,Orange,New South Wales,AU
ODR,Ord River Airport,Ord River,Western Australia,AU
OYN,Ouyen Airport,,Victoria,AU
ADL,Adelaide International Airport,Adelaide,South Australia,AU
PBO,Paraburdoo Airport,Paraburdoo,Western Australia,AU
DRW,Darwin International Airport,Darwin,Northern Territory,AU
PRD,Pardoo Airport,Pardoo,Western Australia,AU
GOV,Gove Airport,Nhulunbuy,Northern Territory,AU
JAD,Perth Jandakot Airport,Perth,Western Australia,AU
KTA,Karratha Airport,Karratha,Western Australia,AU
KGI,Kalgoorlie Boulder Airport,Kalgoorlie,Western Australia,AU
PKE,Parkes Airport,Parkes,New South Wales,AU
KNX,Kununurra Airport,Kununurra,Western Australia,AU
PLO,Port Lincoln Airport,Port Lincoln,South Australia,AU
LEA,Learmonth Airport,Exmouth,Western Australia,AU
PQQ,Port Macquarie Airport,Port Macquarie,New South Wales,AU
PHE,Port Hedland International Airport,Port Hedland,Western Australia,AU
PER,Perth International Airport,Perth,Western Australia,AU
PEA,Penneshaw Airport,Ironstone,South Australia,AU
UMR,Woomera Airfield,Woomera,South Australia,AU
ROH,Robinhood Airport,,Queensland,AU
RBU,Roebourne Airport,Roebourne,Western Australia,AU
RMA,Roma Airport,Roma,Queensland,AU
RSB,Roseberth Airport,,Queensland,AU
RHL,Roy Hill Station Airport,,Western Australia,AU
NDS,Sandstone Airport,Sandstone,Western Australia,AU
BWU,Sydney Bankstown Airport,Sydney,New South Wales,AU
CBR,Canberra International Airport,Canberra,ACT,AU
CFS,Coffs Harbour Airport,Coffs Harbour,New South Wales,AU
DBO,Dubbo City Regional Airport,Dubbo,New South Wales,AU
SIX,Singleton Airport,Singleton,New South Wales,AU
SGP,Shay Gap Airport,Shay Gap,Western Australia,AU
MJK,Shark Bay Airport,Monkey Mia,Western Australia,AU
SBR,Saibai Island Airport,Saibai Island,Queensland,AU
SNB,Snake Bay Airport,,Northern Territory,AU
SLJ,Solomon Airport,Karijini National Park,Western Australia,AU
SCG,Spring Creek Airport,,Queensland,AU
SHQ,Southport Airport,,Queensland,AU
KSV,Springvale Airport,,Queensland,AU
XRH,RAAF Base Richmond,Richmond,New South Wales,AU
SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU
TMW,Tamworth Airport,Tamworth,New South Wales,AU
WGA,Wagga Wagga City Airport,Wagga Wagga,New South Wales,AU
XTR,Tara Airport,,Queensland,AU
TBL,Tableland Homestead Airport,,Western Australia,AU
XTO,Taroom Airport,,Queensland,AU
TAQ,Tarcoola Airport,Tarcoola,South Australia,AU
TDR,Theodore Airport,,Queensland,AU
TQP,Trepell Airport,,Queensland,AU
TEF,Telfer Airport,,Western Australia,AU
TEM,Temora Airport,,New South Wales,AU
XTG,Thargomindah Airport,,Queensland,AU
GTS,The Granites Airport,,Northern Territory,AU
TDN,Theda Station Airport,,Western Australia,AU
TKY,Turkey Creek Airport,Turkey Creek,Western Australia,AU
TPR,Tom Price Airport,Tom Price,Western Australia,AU
TYP,Tobermorey Airport,Tobermorey,Northern Territory,AU
ZBL,Thangool Airport,Biloela,Queensland,AU
TCA,Tennant Creek Airport,Tennant Creek,Northern Territory,AU
TRO,Taree Airport,Taree,New South Wales,AU
TWB,Toowoomba Airport,,Queensland,AU
CZY,Cluny Airport,,Queensland,AU
USL,Useless Loop Airport,,Western Australia,AU
VCD,Victoria River Downs Airport,,Northern Territory,AU
VNR,Vanrook Station Airport,,Queensland,AU
WLA,Wallal Airport,Wallal,Western Australia,AU
SYU,Warraber Island Airport,Sue Islet,Queensland,AU
WND,Windarra Airport,,Western Australia,AU
WNR,Windorah Airport,,Queensland,AU
WON,Wondoola Airport,,Queensland,AU
WGT,Wangaratta Airport,,Victoria,AU
WYA,Whyalla Airport,Whyalla,South Australia,AU
WKB,Warracknabeal Airport,,Victoria,AU
NTL,Newcastle Airport,Williamtown,New South Wales,AU
WPK,Wrotham Park Airport,,Queensland,AU
WDI,Wondai Airport,,Queensland,AU
WOL,Wollongong Airport,,New South Wales,AU
WLL,Wollogorang Airport,,Northern Territory,AU
SXE,West Sale Airport,,Victoria,AU
WLO,Waterloo Airport,,Northern Territory,AU
WIN,Winton Airport,,Queensland,AU
WUD,Wudinna Airport,,South Australia,AU
WWI,Woodie Woodie Airport,Woodie Woodie,Western Australia,AU
WWY,West Wyalong Airport,West Wyalong,New South Wales,AU
BWT,Wynyard Airport,Burnie,Tasmania,AU
YLG,Yalgoo Airport,Yalgoo,Western Australia,AU
OKR,Yorke Island Airport,Yorke Island,Queensland,AU
XMY,Yam Island Airport,Yam Island,Queensland,AU
ORR,Yorketown Airport,,South Australia,AU
KYI,Yalata Mission Airport,Yalata Mission,South Australia,AU
PEK,Beijing Capital International Airport,Beijing,Beijing,CN
PKX,Beijing Daxing International Airport,Beijing,Beijing,CN
CIF,Chifeng Airport,Chifeng,Inner Mongolia,CN
CIH,Changzhi Airport,Changzhi,Shanxi,CN
DSN,Ordos Ejin Horo Airport,Ordos,Inner Mongolia,CN
DAT,Datong Airport,Datong,Shanxi,CN
ERL,Erenhot Saiwusu International Airport,Erenhot,Inner Mongolia,CN
AEB,Tian Yang Air Base,Baise,Guangxi,CN
HDG,Handan Airport,Handan,Hebei,CN
HET,Baita International Airport,Hohhot,Inner Mongolia,CN
HLD,Dongshan Airport,Hailar,Inner Mongolia,CN
NAY,Beijing Nanyuan Airport,Beijing,Beijing,CN
BAV,Baotou Airport,Baotou,Inner Mongolia,CN
SJW,Shijiazhuang Daguocun International Airport,Shijiazhuang,Hebei,CN
TSN,Tianjin Binhai International Airport,Tianjin,Tianjin,CN
TGO,Tongliao Airport,Tongliao,Inner Mongolia,CN
HLH,Ulanhot Airport,Ulanhot,Inner Mongolia,CN
XIL,Xilinhot Airport,Xilinhot,Inner Mongolia,CN
YCU,Yuncheng Guangong Airport,Yuncheng,Shanxi,CN
TYN,Taiyuan Wusu Airport,Taiyuan,Shanxi,CN
BHY,Beihai Airport,Beihai,Guangxi,CN
